Fecha;BML - América;BML - Asia;BML - Europa;BML - Total;COMEX - Total;SHFE - Total
02-01-2017;100.400;197.750;24.075;322.225;80.112;146.598
03-01-2017;98.875;190.200;22.750;311.825;80.651;146.598
04-01-2017;98.875;185.100;21.900;305.875;81.407;146.598
05-01-2017;99.675;180.200;21.900;301.775;81.994;171.561
06-01-2017;98.100;175.225;21.800;295.125;82.839;171.561
09-01-2017;98.050;175.425;21.425;294.900;83.112;171.561
10-01-2017;98.375;172.650;22.375;293.400;84.051;171.561
11-01-2017;97.775;168.025;22.425;288.225;84.742;171.561
12-01-2017;98.700;164.475;22.525;285.700;85.146;170.797
13-01-2017;97.300;161.650;22.750;281.700;85.795;170.797
16-01-2017;96.175;159.825;23.000;279.000;85.795;170.797
17-01-2017;98.300;155.975;23.100;277.375;86.067;170.797
18-01-2017;98.250;154.500;23.300;276.050;87.122;170.797
19-01-2017;98.100;152.475;23.525;274.100;87.485;172.979
20-01-2017;96.850;154.775;23.775;275.400;88.047;172.979
23-01-2017;96.500;154.250;23.900;274.650;88.489;172.979
24-01-2017;95.675;152.275;24.200;272.150;89.142;172.979
25-01-2017;97.225;149.675;24.125;271.025;89.505;172.979
26-01-2017;96.750;147.950;24.275;268.975;90.163;212.925
27-01-2017;95.800;143.650;24.325;263.775;90.719;212.925
30-01-2017;95.000;143.025;24.125;262.150;91.054;212.925
31-01-2017;94.175;143.025;24.125;261.325;92.598;212.925
01-02-2017;95.725;143.025;22.100;260.850;93.232;212.925
02-02-2017;95.300;141.525;22.675;259.500;93.766;223.853
03-02-2017;94.225;140.525;22.400;257.150;95.065;223.853
06-02-2017;92.850;139.425;21.450;253.725;95.879;223.853
07-02-2017;92.600;138.050;22.800;253.450;96.730;223.853
08-02-2017;92.575;137.725;24.425;254.725;97.287;223.853
09-02-2017;92.125;135.175;24.225;251.525;98.401;277.659
10-02-2017;91.375;132.900;23.925;248.200;99.081;277.659
13-02-2017;90.950;131.425;25.450;247.825;99.750;277.659
14-02-2017;90.075;128.100;25.175;243.350;101.496;277.659
15-02-2017;88.375;122.925;24.525;235.825;103.121;277.659
16-02-2017;90.475;121.900;24.350;236.725;104.448;295.730
17-02-2017;89.050;116.650;23.375;229.075;104.891;295.730
20-02-2017;88.250;112.500;23.275;224.025;104.891;295.730
21-02-2017;87.150;111.000;23.275;221.425;107.293;295.730
22-02-2017;86.425;109.850;23.150;219.425;109.877;295.730
23-02-2017;85.325;106.350;22.350;214.025;110.958;289.899
24-02-2017;83.450;105.250;22.100;210.800;111.976;289.899
27-02-2017;81.900;103.250;21.725;206.875;112.557;289.899
28-02-2017;80.225;101.500;21.375;203.100;114.168;289.899
01-03-2017;79.575;99.875;21.275;200.725;114.522;289.899
02-03-2017;79.300;99.575;21.125;200.000;114.968;313.873
03-03-2017;77.975;99.875;18.575;196.425;115.989;313.873
06-03-2017;79.550;135.425;20.275;235.250;116.404;313.873
07-03-2017;77.575;161.175;23.225;261.975;117.463;313.873
08-03-2017;76.275;185.075;27.175;288.525;118.655;313.873
09-03-2017;74.350;220.725;32.225;327.300;120.400;326.732
10-03-2017;72.675;220.725;32.100;325.500;121.153;326.732
13-03-2017;74.925;224.425;31.850;331.200;121.536;326.732
14-03-2017;73.900;224.375;33.775;332.050;121.906;326.732
15-03-2017;73.050;231.825;35.650;340.525;122.471;326.732
16-03-2017;72.350;231.375;35.300;339.025;123.093;325.278
17-03-2017;71.525;231.225;34.850;337.600;123.649;325.278
20-03-2017;70.700;228.100;34.175;332.975;124.133;325.278
21-03-2017;69.900;226.475;33.475;329.850;125.084;325.278
22-03-2017;69.200;221.375;33.400;323.975;125.850;325.278
23-03-2017;68.525;216.250;32.325;317.100;126.238;312.584
24-03-2017;69.850;210.550;32.125;312.525;126.841;312.584
27-03-2017;74.075;205.450;31.850;311.375;127.499;312.584
28-03-2017;73.550;203.825;31.850;309.225;127.855;312.584
29-03-2017;72.300;200.250;31.725;304.275;128.042;312.584
30-03-2017;70.150;196.125;31.275;297.550;129.400;307.376
31-03-2017;68.400;191.700;31.075;291.175;130.068;307.376
03-04-2017;67.150;185.675;31.075;283.900;130.744;307.376
04-04-2017;65.925;182.975;30.975;279.875;131.330;307.376
05-04-2017;64.850;178.150;30.750;273.750;131.413;307.376
06-04-2017;64.100;175.825;30.625;270.550;131.908;314.810
07-04-2017;62.725;172.100;30.500;265.325;132.557;314.810
10-04-2017;68.075;168.050;30.450;266.575;132.949;314.810
11-04-2017;66.500;162.875;30.300;259.675;133.464;314.810
12-04-2017;66.100;159.700;33.025;258.825;133.770;314.810
13-04-2017;65.250;158.475;33.475;257.200;134.780;271.267
14-04-2017;65.250;158.475;33.475;257.200;134.780;271.267
17-04-2017;65.250;158.475;33.475;257.200;135.791;271.267
18-04-2017;64.200;157.775;33.450;255.425;137.268;271.267
19-04-2017;62.600;171.550;33.325;267.475;138.493;271.267
20-04-2017;62.225;172.925;33.300;268.450;139.673;240.191
21-04-2017;60.750;174.375;33.275;268.400;140.436;240.191
24-04-2017;58.800;172.825;33.225;264.850;140.479;240.191
25-04-2017;57.950;171.125;33.175;262.250;140.490;240.191
26-04-2017;57.525;170.825;33.125;261.475;140.592;240.191
27-04-2017;56.525;170.950;33.100;260.575;140.736;229.361
28-04-2017;55.975;170.650;33.100;259.725;140.840;229.361
01-05-2017;55.975;170.650;33.100;259.725;140.881;229.361
02-05-2017;54.725;165.975;32.975;253.675;140.922;229.361
03-05-2017;52.700;184.300;47.925;284.925;140.972;229.361
04-05-2017;51.800;218.325;47.725;317.850;140.830;215.231
05-05-2017;50.850;253.750;50.050;354.650;140.672;215.231
08-05-2017;49.900;251.825;49.825;351.550;140.400;215.231
09-05-2017;48.800;244.325;49.700;342.825;140.395;215.231
10-05-2017;47.050;242.600;49.550;339.200;140.186;215.231
11-05-2017;46.550;240.825;49.350;336.725;140.197;194.993
12-05-2017;45.500;234.800;49.075;329.375;139.994;194.993
15-05-2017;44.025;232.225;48.900;325.150;139.949;194.993
16-05-2017;43.325;230.450;48.725;322.500;140.005;194.993
17-05-2017;42.700;241.550;55.350;339.600;139.939;194.993
18-05-2017;41.300;244.025;55.025;340.350;140.711;196.358
19-05-2017;39.975;241.850;54.825;336.650;141.521;196.358
22-05-2017;38.975;238.675;54.650;332.300;142.011;196.358
23-05-2017;37.600;237.850;54.425;329.875;142.277;196.358
24-05-2017;36.225;235.500;53.950;325.675;142.706;196.358
25-05-2017;35.100;232.600;53.875;321.575;142.763;198.585
26-05-2017;35.425;229.425;53.800;318.650;142.731;198.585
29-05-2017;35.425;229.425;53.800;318.650;142.731;198.585
30-05-2017;34.675;226.825;53.700;315.200;143.095;198.585
31-05-2017;33.250;224.575;53.325;311.150;143.264;198.585
01-06-2017;31.900;222.975;53.125;308.000;143.458;208.239
02-06-2017;30.850;221.800;52.900;305.550;143.603;208.239
05-06-2017;30.300;219.750;52.575;302.625;143.992;208.239
06-06-2017;29.400;217.650;52.525;299.575;144.424;208.239
07-06-2017;28.025;213.725;52.475;294.225;144.623;208.239
08-06-2017;27.500;206.550;52.300;286.350;145.420;190.262
09-06-2017;26.750;197.925;52.200;276.875;145.887;190.262
12-06-2017;34.225;193.225;52.125;279.575;146.281;190.262
13-06-2017;34.100;189.625;52.125;275.850;146.697;190.262
14-06-2017;33.650;186.950;52.025;272.625;146.990;190.262
15-06-2017;33.025;183.575;51.900;268.500;147.082;199.014
16-06-2017;32.475;184.075;51.900;268.450;147.098;199.014
19-06-2017;31.625;181.650;51.900;265.175;147.038;199.014
20-06-2017;31.000;178.675;52.400;262.075;147.109;199.014
21-06-2017;30.400;175.300;53.600;259.300;147.206;199.014
22-06-2017;29.925;173.225;53.550;256.700;147.263;185.281
23-06-2017;29.525;175.625;53.550;258.700;147.275;185.281
26-06-2017;29.000;172.175;53.500;254.675;147.330;185.281
27-06-2017;28.450;168.800;53.300;250.550;147.349;185.281
28-06-2017;28.000;168.025;52.650;248.675;147.449;185.281
29-06-2017;27.350;164.125;51.825;243.300;147.563;176.620
30-06-2017;31.625;163.625;54.450;249.700;147.720;176.620
03-07-2017;31.000;182.925;64.350;278.275;147.936;176.620
04-07-2017;30.100;181.925;63.575;275.600;147.936;176.620
05-07-2017;29.525;219.800;66.600;315.925;148.145;176.620
06-07-2017;29.450;218.775;66.550;314.775;148.145;182.804
07-07-2017;29.325;219.200;66.550;315.075;148.136;182.804
10-07-2017;34.075;219.350;66.550;319.975;148.945;182.804
11-07-2017;33.400;219.400;66.950;319.750;149.636;182.804
12-07-2017;32.625;219.050;66.875;318.550;150.172;182.804
13-07-2017;33.125;218.300;66.800;318.225;150.233;181.632
14-07-2017;32.425;214.225;66.650;313.300;150.275;181.632
17-07-2017;32.150;210.650;66.325;309.125;151.145;181.632
18-07-2017;31.250;210.000;66.025;307.275;151.882;181.632
19-07-2017;33.725;209.400;66.125;309.250;152.359;181.632
20-07-2017;33.075;208.900;66.075;308.050;152.629;172.774
21-07-2017;32.150;208.400;66.075;306.625;153.085;172.774
24-07-2017;31.400;208.400;66.075;305.875;153.842;172.774
25-07-2017;30.875;207.900;66.075;304.850;154.290;172.774
26-07-2017;29.825;207.350;66.075;303.250;154.289;172.774
27-07-2017;28.700;207.350;66.075;302.125;154.718;178.783
28-07-2017;27.825;206.700;66.050;300.575;155.119;178.783
31-07-2017;26.625;204.500;65.850;296.975;155.413;178.783
01-08-2017;25.750;203.925;65.850;295.525;155.954;178.783
02-08-2017;31.475;203.925;65.700;301.100;156.196;178.783
03-08-2017;30.575;203.275;65.575;299.425;156.766;190.715
04-08-2017;29.675;203.050;65.500;298.225;157.257;190.715
07-08-2017;28.700;202.650;65.350;296.700;157.620;190.715
08-08-2017;28.050;200.550;65.350;293.950;157.549;190.715
09-08-2017;27.475;196.250;65.200;288.925;157.581;190.715
10-08-2017;27.225;195.750;65.075;288.050;158.713;207.777
11-08-2017;26.800;191.800;65.075;283.675;159.898;207.777
14-08-2017;31.325;186.425;65.575;283.325;160.329;207.777
15-08-2017;30.900;183.500;66.575;280.975;161.405;207.777
16-08-2017;30.650;182.900;65.450;279.000;161.967;207.777
17-08-2017;30.275;181.200;64.325;275.800;162.555;204.090
18-08-2017;29.950;177.700;63.700;271.350;162.930;204.090
21-08-2017;29.450;168.975;63.275;261.700;163.157;204.090
22-08-2017;29.100;163.925;62.675;255.700;163.403;204.090
23-08-2017;28.675;158.875;61.975;249.525;163.419;204.090
24-08-2017;28.375;155.350;61.325;245.050;163.651;187.444
25-08-2017;28.050;152.225;60.550;240.825;163.636;187.444
28-08-2017;28.050;152.225;60.550;240.825;164.266;187.444
29-08-2017;27.750;146.350;58.925;233.025;164.803;187.444
30-08-2017;26.750;138.075;58.225;223.050;164.586;187.444
31-08-2017;36.050;134.100;58.300;228.450;165.041;183.582
01-09-2017;35.850;130.050;57.600;223.500;165.947;183.582
04-09-2017;35.400;128.550;56.925;220.875;165.947;183.582
05-09-2017;34.625;127.050;55.875;217.550;166.924;183.582
06-09-2017;34.600;125.650;54.525;214.775;168.313;183.582
07-09-2017;33.650;123.900;53.175;210.725;169.454;172.847
08-09-2017;33.025;127.450;52.700;213.175;170.185;172.847
11-09-2017;31.925;123.975;52.525;208.425;0;172.847
12-09-2017;31.150;128.300;59.275;218.725;0;172.847
13-09-2017;30.550;129.150;86.875;246.575;0;172.847
14-09-2017;30.150;158.025;87.850;276.025;0;172.847
15-09-2017;29.700;183.075;91.575;304.350;0;166.747
18-09-2017;29.625;181.825;91.475;302.925;174.255;166.747
19-09-2017;29.600;179.975;91.050;300.625;0;166.747
20-09-2017;30.350;192.575;90.925;313.850;0;480.597
21-09-2017;31.050;189.275;90.925;311.250;174.992;141.318
22-09-2017;31.825;186.400;90.825;309.050;175.522;141.318
25-09-2017;31.525;182.900;90.825;305.250;0;141.318
26-09-2017;31.425;182.900;90.825;305.150;175.954;141.318
27-09-2017;31.725;179.950;90.275;301.950;176.044;141.318
28-09-2017;31.550;177.325;89.550;298.425;176.612;103.151
29-09-2017;31.550;176.925;88.775;297.250;177.348;103.151
02-10-2017;31.300;176.825;87.375;295.500;177.999;103.151
03-10-2017;30.475;185.250;86.325;302.050;179.471;103.151
04-10-2017;29.325;184.450;84.750;298.525;179.471;103.151
05-10-2017;28.625;184.050;83.400;296.075;180.963;103.151
06-10-2017;28.250;182.900;82.300;293.450;181.378;103.151
09-10-2017;27.850;182.375;80.775;291.000;181.877;103.151
10-10-2017;27.350;182.375;80.150;289.875;182.058;103.151
11-10-2017;27.050;180.875;79.000;286.925;182.344;103.151
12-10-2017;26.825;180.450;78.625;285.900;182.711;104.242
13-10-2017;26.500;179.975;77.325;283.800;183.365;104.242
16-10-2017;26.050;179.700;79.275;285.025;183.780;104.242
17-10-2017;33.150;178.600;79.575;291.325;183.639;104.242
18-10-2017;32.725;179.575;79.925;292.225;184.316;104.242
19-10-2017;31.825;179.525;79.900;291.250;185.190;112.667
20-10-2017;30.875;176.925;79.825;287.625;185.581;112.667
23-10-2017;30.300;173.800;79.350;283.450;185.615;112.667
24-10-2017;30.050;173.050;78.450;281.550;186.925;112.667
25-10-2017;30.900;170.900;77.600;279.400;186.833;112.667
26-10-2017;30.875;168.450;76.250;275.575;186.953;107.892
27-10-2017;30.650;166.325;75.650;272.625;187.122;107.892
30-10-2017;32.225;166.900;74.500;273.625;186.992;107.892
31-10-2017;32.625;167.850;74.150;274.625;186.970;107.892
01-11-2017;34.800;164.950;73.925;273.675;186.854;107.892
02-11-2017;34.800;165.175;73.875;273.850;186.708;127.273
03-11-2017;34.750;161.775;73.875;270.400;186.542;127.273
06-11-2017;34.750;159.825;73.875;268.450;186.118;127.273
07-11-2017;34.750;159.050;73.850;267.650;186.287;127.273
08-11-2017;34.625;153.975;74.825;263.425;186.098;127.273
09-11-2017;34.575;150.375;74.775;259.725;186.523;127.273
10-11-2017;34.525;147.925;77.700;260.150;188.006;145.471
13-11-2017;34.100;144.925;79.250;258.275;188.393;145.275
14-11-2017;34.025;144.850;79.925;258.800;188.675;145.471
15-11-2017;33.625;142.200;79.625;255.450;188.673;145.471
16-11-2017;33.125;139.050;79.375;251.550;189.085;162.800
17-11-2017;31.425;136.975;79.300;247.700;189.402;162.800
20-11-2017;30.075;132.100;79.225;241.400;189.805;162.800
21-11-2017;28.625;126.700;79.050;234.375;190.168;162.800
22-11-2017;27.700;119.850;78.725;226.275;189.909;162.800
23-11-2017;26.900;113.625;78.550;219.075;189.909;164.813
24-11-2017;26.300;109.450;77.850;213.600;189.448;164.813
27-11-2017;26.300;102.500;75.400;204.200;189.989;164.813
28-11-2017;26.300;75.300;196.675;298.275;189.987;164.813
29-11-2017;26.300;90.200;75.225;191.725;189.811;164.813
30-11-2017;26.150;87.175;75.200;188.525;189.731;164.813
01-12-2017;25.550;82.850;75.125;183.525;189.731;168.987
04-12-2017;24.750;81.650;76.025;182.425;189.384;168.987
05-12-2017;24.750;91.825;75.975;192.550;189.796;168.987
06-12-2017;24.750;93.075;75.850;193.675;189.472;168.987
07-12-2017;24.750;93.450;75.775;193.975;189.329;158.145
08-12-2017;24.725;94.525;75.900;195.150;189.295;158.145
11-12-2017;24.700;94.525;75.375;194.600;189.589;158.145
12-12-2017;24.750;93.525;75.200;193.475;189.377;158.145
13-12-2017;24.450;92.025;75.125;191.600;189.024;158.145
14-12-2017;24.350;92.225;74.975;191.550;189.249;142.129
15-12-2017;24.350;96.050;74.800;195.200;189.810;142.129
18-12-2017;25.750;96.325;74.650;196.725;189.857;142.129
19-12-2017;25.725;95.825;80.175;201.725;190.600;142.129
20-12-2017;25.725;95.250;80.175;201.150;190.486;142.129
21-12-2017;25.725;95.750;80.175;201.650;190.950;140.211
22-12-2017;25.725;95.750;80.125;201.600;190.950;140.211
25-12-2017;25.725;95.750;80.125;201.600;191.323;140.211
26-12-2017;25.725;95.750;80.125;201.600;191.723;140.211
27-12-2017;26.225;95.750;80.125;202.100;191.732;140.211
28-12-2017;26.600;96.125;80.125;202.850;191.754;150.489
29-12-2017;26.600;95.000;80.125;201.725;191.572;150.489
02-01-2018;27.100;93.425;80.125;200.650;191.391;150.489
03-01-2018;27.100;93.000;80.125;200.225;191.391;150.489
04-01-2018;27.100;93.000;80.050;200.150;191.631;160.441
05-01-2018;29.225;94.575;80.050;203.850;191.244;160.441
08-01-2018;29.225;94.575;80.050;203.850;191.931;160.441
09-01-2018;29.125;94.575;79.975;203.675;191.968;160.441
10-01-2018;29.325;94.575;79.850;203.750;192.094;160.441
11-01-2018;27.900;93.900;79.850;201.650;192.578;167.429
12-01-2018;27.100;97.250;79.775;204.125;193.162;167.429
15-01-2018;26.975;95.100;80.775;202.850;193.162;167.429
16-01-2018;26.800;94.550;83.300;204.650;193.266;167.429
17-01-2018;26.800;94.550;83.325;204.675;193.316;167.429
18-01-2018;26.600;95.725;83.150;205.475;193.296;176.233
19-01-2018;26.600;101.975;83.075;211.650;193.618;176.233
22-01-2018;26.425;102.375;82.975;211.775;199.689;176.233
23-01-2018;26.125;135.275;86.675;248.075;199.573;176.233
24-01-2018;25.975;165.100;85.600;276.675;199.362;176.233
25-01-2018;39.425;175.425;84.750;299.600;199.368;164.206
26-01-2018;39.225;175.425;94.475;309.125;199.078;164.206
29-01-2018;38.975;175.900;93.775;308.650;199.454;164.206
30-01-2018;38.800;175.150;93.000;306.950;199.988;164.206
31-01-2018;38.575;174.750;92.250;305.575;200.521;164.206
01-02-2018;38.775;174.300;91.600;304.675;201.672;172.595
02-02-2018;38.550;174.875;90.900;304.325;202.277;172.595
05-02-2018;38.800;174.550;90.650;304.000;202.400;172.595
06-02-2018;38.525;169.075;90.225;297.825;202.662;172.595
07-02-2018;39.250;166.050;89.675;294.975;202.765;172.595
08-02-2018;38.950;178.675;98.475;316.100;202.867;186.132
09-02-2018;38.350;195.300;102.575;336.225;202.867;186.132
12-02-2018;37.725;193.800;102.325;333.850;203.227;186.132
13-02-2018;37.100;194.050;101.875;333.025;204.136;186.132
14-02-2018;37.100;194.750;101.775;333.625;186.132;186.132
15-02-2018;37.100;194.750;101.675;333.525;204.879;197.759
16-02-2018;36.425;194.750;101.600;332.775;205.303;197.759
19-02-2018;35.900;194.750;107.625;338.275;205.303;197.759
20-02-2018;35.175;195.050;107.625;337.850;206.540;197.759
21-02-2018;34.925;195.050;107.200;337.175;207.226;197.759
22-02-2018;35.025;194.050;105.600;334.675;207.665;218.532
23-02-2018;34.550;192.675;105.225;332.450;207.877;218.532
26-02-2018;34.075;193.450;104.050;331.575;208.130;218.532
27-02-2018;33.775;194.150;102.500;330.425;208.740;218.532
28-02-2018;33.400;194.950;102.450;330.800;208.994;218.532
01-03-2018;33.175;194.325;100.500;328.000;209.316;260.287
02-03-2018;32.925;193.575;98.400;324.900;209.614;260.287
05-03-2018;34.450;191.075;96.650;322.175;210.427;260.287
06-03-2018;34.100;189.500;96.050;319.650;210.870;260.287
07-03-2018;33.875;187.225;95.275;316.375;210.991;260.287
08-03-2018;33.450;186.650;94.775;314.875;210.982;268.095
09-03-2018;33.275;183.650;94.200;311.125;211.070;268.095
12-03-2018;43.150;184.850;93.125;321.125;211.712;268.095
13-03-2018;42.825;185.575;93.075;321.475;211.754;268.095
14-03-2018;42.500;184.375;92.950;319.825;211.586;268.095
15-03-2018;42.350;183.525;93.450;319.325;211.793;296.994
16-03-2018;41.875;181.825;97.750;321.450;211.986;296.994
19-03-2018;41.550;179.975;97.750;319.275;211.673;296.994
20-03-2018;44.375;179.800;98.300;322.475;211.335;296.994
21-03-2018;45.150;178.575;98.175;321.900;211.138;296.994
22-03-2018;44.950;176.375;98.175;319.500;210.592;307.435
23-03-2018;44.975;174.625;98.150;317.750;210.139;307.435
26-03-2018;44.800;195.525;112.425;352.750;210.963;307.435
27-03-2018;44.650;217.125;122.200;383.975;211.911;307.435
28-03-2018;44.425;221.775;121.975;388.175;212.532;307.435
29-03-2018;43.775;217.750;121.550;383.075;212.215;306.211
30-03-2018;43.775;217.750;121.550;383.075;212.215;306.211
02-04-2018;43.775;217.750;121.550;383.075;211.208;306.211
03-04-2018;47.550;214.400;121.075;383.025;210.858;306.211
04-04-2018;48.000;209.450;120.625;378.075;0;306.645
05-03-2018;34.450;191.075;96.650;322.175;210.427;260.287
06-03-2018;34.100;189.500;96.050;319.650;210.870;260.287
07-03-2018;33.875;187.225;95.275;316.375;210.991;260.287
08-03-2018;33.450;186.650;94.775;314.875;210.982;268.095
09-03-2018;33.275;183.650;94.200;311.125;211.070;268.095
12-03-2018;43.150;184.850;93.125;321.125;211.712;268.095
13-03-2018;42.825;185.575;93.075;321.475;211.754;268.095
14-03-2018;42.500;184.375;92.950;319.825;211.586;268.095
15-03-2018;42.350;183.525;93.450;319.325;211.793;296.994
16-03-2018;41.875;181.825;97.750;321.450;211.986;296.994
19-03-2018;41.550;179.975;97.750;319.275;211.673;296.994
20-03-2018;44.375;179.800;98.300;322.475;211.335;296.994
21-03-2018;45.150;178.575;98.175;321.900;211.138;296.994
22-03-2018;44.950;176.375;98.175;319.500;210.592;307.435
23-03-2018;44.975;174.625;98.150;317.750;210.139;307.435
26-03-2018;44.800;195.525;112.425;352.750;210.963;307.435
27-03-2018;44.650;217.125;122.200;383.975;211.911;307.435
28-03-2018;44.425;221.775;121.975;388.175;212.532;307.435
29-03-2018;43.775;217.750;121.550;383.075;212.215;306.211
30-03-2018;43.775;217.750;121.550;383.075;212.215;306.211
02-04-2018;43.775;217.750;121.550;383.075;211.208;306.211
03-04-2018;47.550;214.400;121.075;383.025;210.858;306.211
04-04-2018;48.000;209.450;120.625;378.075;210.715;306.211
05-04-2018;47.950;207.475;117.425;372.850;216.340;306.645
06-04-2018;47.750;205.800;117.200;370.750;216.295;306.645
09-04-2018;51.550;203.575;117.050;372.175;217.098;306.645
10-04-2018;51.425;201.375;116.725;369.525;217.110;306.645
11-04-2018;51.250;198.975;116.500;366.725;217.095;306.645
12-04-2018;51.075;196.450;115.175;362.700;216.801;280.836
13-04-2018;50.925;191.550;114.550;357.025;216.575;280.836
16-04-2018;50.800;187.075;114.125;352.000;216.511;280.836
17-04-2018;50.650;185.675;121.700;358.025;216.250;280.836
18-04-2018;54.675;184.325;120.275;359.275;216.160;280.836
19-04-2018;54.575;181.725;118.850;355.150;216.107;261.743
20-04-2018;54.575;181.325;117.475;353.375;224.943;261.743
23-04-2018;57.050;179.425;115.350;351.825;224.981;261.743
24-04-2018;57.050;177.025;114.650;348.725;225.128;261.743
25-04-2018;57.050;177.225;112.025;346.300;225.083;261.743
26-04-2018;57.050;174.125;111.075;342.250;225.436;249.732
27-04-2018;57.050;169.950;110.700;337.700;225.176;249.732
30-04-2018;57.000;166.950;110.700;334.650;225.657;249.732
01-05-2018;56.950;158.550;110.025;325.525;224.759;249.732
02-05-2018;56.950;158.050;109.225;324.225;224.646;249.732
03-05-2018;57.450;150.700;108.250;316.400;228.167;264.685
04-05-2018;57.700;146.050;107.625;311.375;228.625;264.685
07-05-2018;57.700;146.050;107.625;311.375;229.238;264.685
08-05-2018;57.950;138.450;106.225;302.625;229.505;264.685
09-05-2018;57.875;130.900;104.250;293.025;228.983;264.685
10-05-2018;57.875;126.525;100.675;285.075;228.287;279.525
11-05-2018;57.875;122.525;100.675;281.075;227.320;279.525
14-05-2018;57.875;130.625;101.475;289.975;227.034;279.525
15-05-2018;58.875;130.000;102.475;291.350;225.876;279.525
16-05-2018;58.875;129.450;102.500;290.825;225.586;279.525
17-05-2018;66.400;129.250;104.550;300.200;225.217;268.504
18-05-2018;68.525;130.200;102.750;301.475;225.569;268.504
21-05-2018;69.825;128.550;104.525;302.900;225.866;268.504
22-05-2018;69.825;125.825;104.525;300.175;224.994;268.504
23-05-2018;69.825;123.950;104.225;298.000;223.770;268.504
24-05-2018;71.400;124.600;104.125;300.125;222.659;268.385
25-05-2018;71.400;121.250;100.800;293.450;221.283;268.385
28-05-2018;71.400;121.250;100.800;293.450;222.659;268.385
29-05-2018;73.425;120.750;100.575;294.750;220.394;268.385
30-05-2018;73.200;113.375;96.800;283.375;210.654;268.385
31-05-2018;74.950;142.725;93.850;311.525;209.890;272.254
01-06-2018;77.175;149.325;91.450;317.950;210.148;272.254
04-06-2018;79.600;146.825;88.925;315.350;210.335;272.254
05-06-2018;79.475;145.275;84.550;309.300;209.612;272.254
06-06-2018;80.950;143.775;82.025;306.750;209.357;272.254
07-06-2018;84.550;146.175;79.475;310.200;209.249;256.030
08-06-2018;84.450;144.675;77.950;307.075;209.571;256.030
11-06-2018;85.775;139.750;73.975;299.500;210.218;256.030
12-06-2018;86.850;137.250;71.625;295.725;209.992;256.030
13-06-2018;86.775;137.000;69.675;293.450;209.265;256.030
14-06-2018;89.075;136.700;67.775;293.550;208.637;253.017
15-06-2018;92.375;136.425;65.900;294.700;207.546;253.017
18-06-2018;93.900;136.425;63.950;294.275;207.228;253.017
19-06-2018;95.200;137.225;62.125;294.550;206.486;253.017
20-06-2018;99.100;137.800;72.075;308.975;206.048;253.017
21-06-2018;100.000;137.375;70.300;307.675;205.602;255.394
22-06-2018;101.125;136.150;68.700;305.975;204.636;255.394
25-06-2018;102.775;135.650;67.100;305.525;204.145;255.394
26-06-2018;102.700;134.775;65.625;303.100;203.639;255.394
27-06-2018;102.600;131.800;64.375;298.775;203.752;255.394
28-06-2018;105.650;130.125;62.475;298.250;203.194;263.968
29-06-2018;106.800;126.175;61.550;294.525;203.192;263.968
02-07-2018;107.750;122.975;59.150;289.875;202.899;263.968
03-07-2018;109.725;118.475;58.325;286.525;202.622;263.968
04-07-2018;110.500;114.225;57.500;282.225;202.622;263.968
05-07-2018;112.700;109.200;57.100;279.000;202.122;258.678
06-07-2018;112.700;105.975;56.800;275.475;201.990;258.678
09-07-2018;112.700;101.575;56.275;270.550;202.151;258.678
10-07-2018;115.775;99.500;55.350;270.625;201.655;258.678
11-07-2018;115.775;95.225;54.475;265.475;201.819;258.678
12-07-2018;115.775;93.350;53.625;262.750;200.473;234.696
13-07-2018;115.775;90.275;52.675;258.725;199.399;234.696
16-07-2018;116.875;88.825;51.500;257.200;198.537;234.696
17-07-2018;119.500;89.450;50.775;259.725;197.952;234.696
18-07-2018;119.400;88.275;49.675;257.350;197.225;234.696
19-07-2018;119.400;88.250;48.825;256.475;196.292;211.319
20-07-2018;119.400;87.925;48.000;255.325;195.937;211.319
23-07-2018;119.700;87.650;47.350;254.700;194.731;211.319
24-07-2018;120.075;87.475;46.875;254.425;193.555;211.319
25-07-2018;120.075;85.775;46.550;252.400;192.417;211.319
26-07-2018;120.075;85.575;46.300;251.950;191.060;197.068
27-07-2018;121.975;85.425;46.125;253.525;189.611;197.068
30-07-2018;124.250;86.150;45.875;256.275;188.211;197.068
31-07-2018;124.250;84.350;45.825;254.425;186.886;197.068
01-08-2018;124.250;82.000;45.700;251.950;185.677;197.068
02-08-2018;124.250;81.800;45.400;251.450;185.180;192.817
03-08-2018;124.450;81.000;45.175;250.625;184.711;192.817
06-08-2018;123.850;81.000;45.050;249.900;183.964;192.817
07-08-2018;123.250;79.825;44.975;248.050;183.073;192.817
08-08-2018;123.625;79.775;45.750;249.150;182.090;192.817
09-08-2018;124.825;82.100;45.700;252.625;181.472;171.107
10-08-2018;124.925;82.900;45.700;253.525;180.127;171.107
13-08-2018;125.425;83.275;45.700;254.400;180.145;171.107
14-08-2018;125.425;83.750;45.700;254.875;179.638;171.107
15-08-2018;127.900;84.225;45.500;257.625;179.147;171.107
16-08-2018;127.875;84.025;45.500;257.400;178.336;155.076
17-08-2018;128.825;84.525;45.500;258.850;178.128;155.076
20-08-2018;129.300;84.500;45.450;259.250;177.901;155.076
21-08-2018;129.300;84.500;47.450;261.250;177.395;155.076
22-08-2018;131.300;84.250;47.300;262.850;177.033;155.076
